plates mjds fibers
4224 55481 65
5290 55862 73
4838 55686 921
5382 55982 40
6289 56559 651
5905 56065 699
3588 55127 609
7034 56564 116
5487 55982 404
5058 56208 726
7131 56570 729
5037 55823 188
3780 55240 981
6261 56219 938
3952 55330 97
3951 55681 99
5391 56000 378
5419 55983 414
7042 56573 578
6634 56367 763
6728 56426 643
4058 55358 907
3969 55307 410
7031 56449 209
7139 56568 927
5047 55833 277
5412 55981 617
4734 55646 576
5476 55986 266
4462 55600 577
3550 55155 408
5889 56038 934
4293 55509 205
5982 56074 245
6791 56429 537
3647 55181 55
6623 56367 782
5008 55744 275
5895 56046 935
6617 56365 877
4704 55681 957
6162 56191 178
6701 56367 50
4763 55869 623
4406 55858 457
7144 56564 699
4609 56251 402
6659 56607 384
5435 55982 678
6391 56329 251
3696 55277 979
3787 55565 146
6492 56362 564
4659 55587 405
6462 56326 174
6059 56093 658
6730 56425 462
4310 55508 514
4451 55537 9
5313 55973 102
3826 55563 731
3658 55152 8
3615 56544 722
6269 56246 112
5186 55987 414
5004 55711 384
5811 56334 661
5050 56215 255
6521 56537 194
7038 56571 679
4568 55600 187
6204 56220 209
4026 55325 322
5312 56001 39
4464 55866 333
6420 56304 507
7163 56593 146
6709 56429 837
3697 55290 414
4090 55500 837
6042 56101 817
7328 56715 652
4753 55674 434
4084 55447 942
6287 56221 313
4689 55656 411
5457 55976 587
5702 56221 186
5849 56033 228
6502 56544 466
5211 56002 245
3604 55146 415
6176 56264 882
6010 56097 601
4781 55653 111
4380 55857 15
5697 55944 224
3684 55246 788
3961 55654 64
3863 55280 415
7414 56748 667
5847 56037 267
5109 55892 990
4737 55630 649
4034 55635 707
3693 55208 503
4955 55750 591
5036 55751 836
6318 56186 562
4271 55507 633
6757 56416 908
5488 56013 406
4301 55810 13
4723 56033 665
4344 55557 68
4663 55893 328
4719 55736 247
5045 56181 639
4544 55855 487
3658 55152 240
6379 56340 111
6042 56101 910
7042 56573 785
3752 55236 32
4312 55511 470
7181 56662 631
4617 55617 518
4969 56041 156
4739 55644 777
5987 56339 550
6759 56416 489
6639 56385 122
3558 55123 952
6499 56571 936
6175 56265 449
3780 55240 239
4377 55828 905
5766 56248 323
4730 55630 798
6011 56103 369
5310 55983 667
5373 56010 748
6754 56414 555
6461 56329 509
4504 55571 332
5343 55999 606
5894 56039 62
6252 56248 55
6625 56386 210
4281 55836 852
6511 56540 973
6181 56239 534
4750 55630 922
6123 56217 125
7082 56713 990
6447 56362 177
3643 55160 620
5808 56325 959
5797 56273 472
4313 55857 111
6254 56268 725
6669 56413 813
7096 56683 906
4445 55869 427
5295 55978 570
7128 56567 457
6402 56334 159
4994 55739 948
5409 55957 916
4645 55623 984
4699 55684 609
5474 56036 325
7104 56711 294
4974 56038 45
4174 55659 724
3656 55241 435
5465 55988 933
4316 55505 350
5451 56010 802
4085 55452 80
6969 56420 389
3792 55212 486
5158 55913 310
5168 56035 423
5115 55885 430
5483 56017 790
6507 56478 554
6670 56389 852
3661 55154 614
6489 56329 118
4322 55503 1000
5126 55923 84
4479 55592 54
4053 55591 759
6518 56567 819
7132 56565 319
6198 56211 521
5187 56074 891
5898 56045 722
4377 55828 352
4500 55543 235
4569 55631 762
4413 55894 814
4363 55537 19
4012 55327 172
4971 55747 608
6407 56311 366
3659 55151 670
4399 55811 227
6657 56366 684
4569 55631 490
5184 56352 764
6038 56090 123
5495 55896 535
5212 56016 307
4691 55651 269
4609 56251 752
6285 56248 906
6810 56447 819
6787 56447 145
5737 56381 84
4458 55536 134
4730 55630 837
4367 55566 564
6025 56098 668
4734 55646 967
7308 56709 207
5053 56213 477
5707 56217 293
4500 55543 659
4964 55749 286
7054 56575 819
6836 56443 752
5302 55896 471
3964 55648 80
6055 56102 52
4668 56211 151
5811 56334 206
5703 56190 306
4715 55653 607
5296 55922 1000
7151 56598 622
7246 56625 79
7108 56686 116
6058 56090 70
5156 55925 369
7429 56740 624
4643 55946 663
3736 55214 944
6514 56487 537
4860 55691 588
6669 56413 530
4343 55540 162
3558 55123 405
5998 56087 762
4228 55484 148
7164 56597 770
6170 56240 640
6795 56425 317
4349 55803 998
7152 56660 967
6154 56237 161
4509 55574 854
6637 56370 52
4376 55863 79
4619 55599 636
4453 55535 752
5358 56016 918
4047 55352 396
7089 56661 513
7037 56570 208
5474 56036 772
5371 55976 30
4320 55894 61
4317 55480 381
6276 56269 129
3876 55245 268
5154 55864 180
4604 55983 560
5454 56015 490
6747 56388 268
3874 55280 449
6439 56358 768
7414 56748 480
6591 56535 438
6043 56096 459
5792 56269 74
4738 55650 314
6193 56237 716
4841 55895 491
4030 55634 642
6627 56369 443
7164 56597 185
5338 56002 541
3832 55289 440
3942 55338 125
5175 55955 738
5479 56016 183
3805 55269 560
4718 55750 920
4341 55538 682
4782 55654 952
4901 55711 145
4975 56037 477
6656 56624 217
4890 55741 22
6788 56428 749
4085 55452 238
5192 56066 467
4298 55511 462
6589 56536 572
4257 55480 851
4776 55652 264
6586 56485 335
4623 55621 49
4529 55563 412
3829 55300 58
5111 55840 139
4551 55569 403
4446 55589 638
7089 56661 939
5057 56209 587
6396 56358 401
4860 55691 982
7316 56710 723
5334 55928 839
7243 56629 934
6456 56339 810
4295 55858 623
5401 55949 51
4383 55881 352
4879 55706 517
4506 55568 142
6315 56181 790
7184 56629 425
4759 55649 650
7143 56572 773
5410 56016 48
6061 56076 17
5972 56334 860
4614 55604 332
6307 56205 554
5450 55986 798
4232 55447 575
5107 55940 191
7141 56565 629
3651 55247 52
3609 55201 165
6621 56366 625
6730 56425 165
3963 55659 192
4602 55644 476
6457 56330 35
6473 56363 363
5312 56001 511
7045 56577 577
4035 55383 7
6604 56337 63
4687 56338 583
5140 55836 202
3698 55501 58
4264 55506 685
4859 55684 695
3835 55570 331
5043 56187 366
5040 56243 331
4752 55653 106
5061 55806 902
4495 55566 17
5428 56029 37
6735 56397 329
6187 56244 991
7393 56749 186
5360 55983 629
4629 55630 704
4619 55599 242
4717 55742 696
4191 55444 722
4273 55506 512
3647 55181 523
5423 55958 279
4311 55506 327
5359 55953 465
4619 55599 902
5965 56190 439
5289 55893 486
5124 55894 93
7184 56629 553
4780 55682 899
5648 55923 839
5472 55976 392
6686 56389 191
7332 56683 18
4397 55921 847
5946 56101 425
4399 55811 649
5392 56010 160
3828 55539 878
4278 55505 280
3939 55633 791
6461 56329 694
6416 56312 527
4604 55983 211
4234 55478 435
6462 56326 749
5458 56011 654
5857 56092 487
5346 55955 940
7059 56592 787
5483 56017 647
4634 55626 525
4175 55680 207
4960 55747 937
3777 55210 729
5785 56269 305
4185 55469 825
4229 55501 306
7090 56659 91
3972 5529 717
7124 56720 75
7107 56740 511
4871 55928 365
5028 55836 565
4974 56038 665
3606 55182 345
3605 55156 755
5452 55957 458
4256 55477 722
7090 56659 979
4209 55478 445
5868 56045 851
6044 56090 883
5141 55746 830
6881 56540 555
3769 55240 280
4021 55620 808
4404 55513 576
7299 56686 738
3969 55307 674
6173 56238 418
7293 56741 133
7456 56727 588
4630 55623 665
7293 56741 616
7085 56625 783
5446 56014 153
7284 56683 239
4211 55446 116
6205 56187 139
7181 56662 975
7102 56666 631
5473 56033 971
4838 55686 673
4771 55925 283
6122 56246 281
4047 55352 159
4838 55686 17
5355 56009 304
5648 55923 537
5315 55978 687
4357 55829 772
5792 56269 765
6873 56541 166
4639 55944 928
5161 55968 105
4042 55626 742
7427 56751 560
4549 55556 315
5766 56248 510
4178 55653 993
4358 55833 564
6713 56402 79
5288 55865 789
4186 55691 65
4218 55479 704
6808 56443 105
7126 56568 760
7034 56564 919
4448 55538 790
4714 56041 340
4361 55831 606
6627 56369 371
7113 56711 987
7184 56629 100
6467 56270 385
5962 56265 811
7447 56746 828
6793 56430 150
6443 56367 722
6151 56265 657
6588 56536 218
4780 55682 498
5861 56069 951
6313 56460 566
5440 55983 463
4195 55452 201
6744 56399 806
6757 56416 229
4219 55480 972
4749 55633 537
4690 55653 599
3963 55659 33
4841 55895 534
4200 55499 853
3780 55240 380
4669 55831 691
7257 56658 236
4032 55333 146
3689 55180 614
6797 56426 519
4839 55703 714
6206 56245 892
7056 56577 430
7084 56624 192
5783 56017 698
4890 55741 563
3923 55325 622
5731 56363 302
4359 55533 870
5787 56254 629
6039 56099 149
3784 55269 816
3834 56014 718
6604 56337 635
6817 56455 707
6931 56388 851
5340 56011 108
3844 55321 73
5317 56000 412
6594 56272 192
6258 56238 983
5068 55749 367
6589 56536 795
6707 56383 90
5135 55862 634
4527 55590 40
5169 56045 426
6630 56358 524
6316 56483 864
5899 56038 682
4188 55684 737
6043 56096 67
5337 55987 897
7332 56683 189
6665 56390 41
6318 56186 155
6510 56486 316
6751 56368 944
6393 56341 720
4895 55708 373
4780 55682 882
3864 55649 202
4988 55825 224
4996 55720 731
6747 56388 14
5114 55883 866
4359 55533 77
5129 55864 157
6969 56420 849
4784 55677 324
6509 56486 565
3745 55234 127
4385 55752 334
4739 55644 372
3647 55181 17
6625 56386 553
4547 55893 375
3679 55158 726
6261 56219 86
7086 56658 685
4692 55644 150
4707 55653 108
6804 56447 354
4713 56044 952
5169 56045 28
4683 55924 772
5209 56002 732
3818 55532 562
4876 55679 413
5377 55957 313
4227 55481 569
3588 55127 587
4373 55811 909
6131 56211 644
6530 56537 234
4781 55653 495
4296 55499 303
6879 56539 940
5328 55982 484
7159 56603 494
4413 55894 784
6026 56071 793
5115 55885 947
3871 55307 436
7049 56570 692
5343 55999 323
6383 56362 326
7056 56577 538
4645 55623 186
4717 55742 118
4411 56164 378
6601 56335 589
4292 55532 147
6724 56416 809
7155 56629 259
4217 55478 663
4684 56226 76
5153 56577 125
3787 55565 893
6506 56564 675
6516 56571 223
6807 56429 519
4570 55623 630
6618 56401 464
7385 56710 177
5695 56191 464
5044 56186 66
6726 56394 411
7165 56603 644
4776 55652 982
5167 56066 665
7182 56665 478
5941 56193 738
3769 55240 198
4440 55539 914
4195 55452 235
5745 55998 724
4034 55635 229
5470 56008 889
6254 56268 89
6163 56219 579
5345 56010 766
6040 56101 444
6666 56371 656
3947 55332 896
4260 55478 60
4506 55568 705
4032 55333 194
4288 55501 298
4060 55359 575
4574 55621 392
5128 55912 133
6197 56191 439
5117 55925 893
6006 56105 198
5293 55953 418
5967 56063 606
5431 56011 277
5779 56338 803
4611 55603 38
5726 56626 645
3536 55098 100
5385 55960 104
3984 55333 327
7245 56636 950
6656 56624 741
5733 56575 452
3970 55296 390
6281 56295 119
6479 56364 607
5849 56033 420
6715 56449 126
6432 56309 326
4560 55575 111
3828 55539 670
5900 56043 275
3963 55659 452
6201 56186 783
7384 56715 671
6791 56429 704
3648 55131 887
3853 55268 794
7299 56686 96
7152 56660 960
4970 56039 355
6431 56311 619
4634 55626 122
6728 56426 816
4018 55622 628
6676 56389 30
6153 56164 220
6460 56334 480
6189 56237 399
7445 56720 209
6475 56337 183
5899 56038 500
4484 55565 726
3863 55280 894
5994 56101 377
6701 56367 736
7238 56660 202
6783 56284 52
6755 56413 838
6175 56265 329
5364 56000 14
4576 55592 434
5040 56243 414
5878 56033 347
6780 56605 550
6635 56370 603
5464 56035 686
5706 56165 10
4878 55710 700
5865 56067 724
6822 56711 89
4197 55479 162
4279 55508 760
6257 56274 779
4878 55710 71
6201 56186 868
4461 55888 738
5375 55973 303
4007 55327 381
4983 55836 504
4367 55566 702
5377 55957 282
7146 56573 644
5973 56067 601
5023 55858 712
5007 55710 324
6152 56164 451
7294 56739 274
5871 56041 259
5861 56069 196
6795 56425 877
6011 56103 757
6604 56337 997
4423 55889 676
6595 56569 15
7057 56593 888
4289 55856 404
4373 55811 576
5129 55864 10
5474 56036 591
4877 55707 890
4511 55602 564
3830 55574 550
5131 55835 316
3787 55565 819
5383 56013 512
3826 55563 874
4229 55501 823
6518 56567 516
4013 55629 533
4973 56042 540
4713 56044 293
6196 56189 161
3854 55247 564
4648 55673 420
4765 55674 584
3987 55590 600
4347 55830 356
6788 56428 544
5346 55955 513
4984 55827 1
4236 55479 93
6152 56164 931
3941 55321 339
4314 55855 577
4729 55626 17
4866 55895 919
7456 56727 378
4854 55685 183
4470 55587 752
5173 56046 185
5974 56314 790
5766 56248 474
6038 56090 902
5796 56274 121
4470 55587 725
4688 56008 399
7299 56686 932
4722 55735 119
7383 56749 305
5123 55841 118
5110 55913 975
6758 56415 25
6419 56331 38
7049 56570 679
4218 55479 810
4088 55451 112
5197 55828 281
4531 55563 584
7152 56660 440
5948 56107 336
6412 56358 698
4975 56037 73
6799 56478 38
6299 56478 380
7453 56749 711
4174 55659 964
3830 55574 729
4309 55528 703
4048 55602 584
4507 55564 773
7414 56748 403
3856 55269 533
7453 56749 463
6756 56426 50
5860 56046 92
6599 56567 872
4359 55533 72
4660 56191 737
6062 56091 318
4184 55450 654
5805 56336 791
6691 56413 903
6584 56568 937
5869 56064 886
5208 56008 539
5194 56062 856
5397 55944 658
5140 55836 692
6454 56336 682
3983 55603 894
6636 56367 405
6515 56536 825
4017 55329 734
4791 55889 414
4610 55621 375
5144 55829 661
6689 56396 859
5163 55889 713
5768 56017 703
5181 56298 714
4835 55688 396
4090 55500 296
6447 56362 489
6297 56218 597
4834 55685 391
5809 56353 901
6466 56310 774
7381 56717 152
5699 55953 725
7378 56715 703
6019 56074 341
5648 55923 364
4359 55533 723
6420 56304 282
6402 56334 993
4900 55739 386
6175 56265 462
6307 56205 659
7147 56574 612
4576 55592 856
4545 55567 271
5363 55956 418
6587 56537 250
6830 56429 750
5326 56002 765
5309 55929 662
4804 55679 569
6725 56390 734
3825 55533 383
5966 56101 652
5782 56272 986
4712 55738 533
7140 56569 676
6135 56192 381
5006 55706 723
4421 55858 609
6115 56237 722
6293 56561 336
4457 55858 940
4452 55536 155
7457 56746 685
5890 56037 950
7031 56449 738
4241 55450 790
5029 55750 580
6041 56102 489
4852 55689 528
4758 55682 945
4722 55735 662
5387 56009 960
6448 56365 410
4750 55630 829
5479 56016 985
5406 55955 21
6626 56330 98
6722 56431 331
5858 56063 551
6139 56192 964
6970 56444 717
4605 55971 464
5357 55956 645
5743 56011 490
5856 56090 32
4452 55536 358
7128 56567 501
5000 55715 701
6395 56354 19
4570 55623 272
4753 55674 506
4440 55539 943
4362 55828 425
4202 55445 740
5286 56225 871
5963 56191 718
5776 56010 614
4281 55836 633
5784 56029 658
5479 56016 912
4988 55825 747
6010 56097 223
5108 55888 726
5877 56041 323
5469 56037 925
3667 55186 762
6838 56429 201
5052 55857 858
6009 56313 797
5433 55981 834
6046 56096 615
4052 55589 802
6526 56543 559
5450 55986 643
5362 56017 726
5173 56046 591
6287 56221 212
7149 56593 718
6789 56401 927
4989 55743 916
6685 56412 644
5178 56246 71
6004 56066 472
4405 55854 665
4508 55600 129
4281 55836 240
3844 55321 671
5874 56039 385
3936 55302 960
4848 55955 582
5355 56009 599
3774 55244 442
5873 56035 380
4288 55501 854
4426 56105 605
6720 56390 642
4643 55946 77
4236 55479 627
6964 56748 624
7058 56593 1000
6398 56356 35
5473 56033 704
6146 56265 785
6808 56443 480
5390 56002 769
6254 56268 410
4651 56008 88
3686 55268 196
3760 55268 469
3979 55597 716
6722 56431 800
4656 55828 419
4610 55621 363
6789 56401 898
4467 55894 815
4984 55827 828
5158 55913 934
4890 55741 521
4707 55653 741
5398 56011 499
4421 55858 497
6169 56193 477
7246 56625 525
4858 55686 782
4321 55504 714
5787 56254 474
5438 56002 308
6166 56181 260
6481 56363 567
4469 55863 719
4347 55830 910
4047 55352 446
5152 56010 759
5698 55947 980
3667 55186 569
4293 55509 40
5483 56017 278
5726 56626 110
3854 55247 826
5399 55956 114
5878 56033 560
5493 56009 465
5894 56039 378
4564 55570 465
7446 56722 151
6660 56370 307
6808 56443 542
5805 56336 18
7131 56570 894
7327 56715 876
6461 56329 134
4195 55452 790
7339 56686 729
4612 55590 115
7093 56657 83
7102 56666 510
3769 55240 769
6291 56209 952
4400 55509 658
5311 55956 94
5018 55734 174
5202 55824 838
6271 56304 859
6117 56272 129
4638 55956 452
7034 56564 387
4458 55536 617
5883 56033 232
6262 56267 902
4571 55629 739
6649 56364 68
3821 55535 433
5729 56598 427
4264 55506 335
6394 56330 420
4665 56209 534
7091 56658 51
5025 55836 19
5947 56093 42
3942 55338 964
4037 55631 823
6594 56272 4
4264 55506 591
5305 55984 676
4201 55443 613
6484 56358 523
5039 56220 69
6308 56215 989
3830 55574 579
5737 56381 317
5316 55955 463
4686 56013 215
6268 56245 390
6742 56415 129
4385 55752 481
5699 55953 447
7142 56567 607
7299 56686 967
5038 56235 653
5305 55984 205
6023 56069 427
5942 56210 890
4230 55483 539
5851 56075 953
6057 56099 242
4895 55708 600
3851 55298 775
3857 55272 803
7238 56660 578
4058 55358 709
7163 56593 739
5000 55715 198
4549 55556 453
6874 56550 888
5150 56329 403
4449 55544 432
4794 55647 957
6715 56449 26
6404 56330 356
4421 55858 570
6636 56367 230
5345 56010 709
7097 56667 532
6453 56365 69
5359 55953 832
6671 56388 839
3781 55243 827
6276 56269 471
6684 56412 453
7377 56741 176
3776 55209 105
6744 56399 695
5135 55862 298
3693 55208 624
6882 56541 87
5948 56107 319
4422 55533 222
6529 56535 999
5869 56064 751
6797 56426 631
4966 55712 37
7053 56564 54
3877 55365 87
6933 56398 701
6753 56399 206
4062 55383 878
5810 56358 526
4040 55605 256
3942 55338 763
6691 56413 931
5398 56011 641
6201 56186 310
6297 56218 708
6316 56483 538
6702 56381 159
6408 56329 146
6685 56412 530
5464 56035 704
5996 56096 752
4059 55360 843
6804 56447 680
4453 55535 3
5373 56010 572
4768 55944 417
5138 55830 505
5378 56011 75
6491 56337 97
6275 56245 740
4175 55680 227
5951 56102 86
5044 56186 465
6417 56308 601
5301 55987 311
6687 56602 219
5135 55862 282
5306 55926 640
4007 55327 102
5158 55913 765
6003 56311 881
7327 56715 515
3866 55623 237
5693 56246 9
5730 56607 304
5114 55883 326
4531 55563 952
5483 56017 729
6314 56191 513
6186 56246 44
4639 55944 211
6180 56301 652
5376 55987 165
4890 55741 179
4602 55644 949
6932 56397 55
4290 55527 519
5386 56008 309
5379 55986 707
6810 56447 179
5869 56064 94
4759 55649 928
3879 55244 130
5742 56636 606
3977 55335 483
4202 55445 743
5988 56072 479
5162 55893 229
3974 55320 205
5053 56213 774
3540 55127 389
4343 55540 450
6472 56362 874
4462 55600 446
5890 56037 654
7293 56741 140
5886 56034 148
6788 56428 532
5119 55836 282
4017 55329 366
4953 55749 164
6675 56415 899
5447 55958 380
4529 55563 772
5146 55831 295
4704 55681 840
3969 55307 470
6310 56455 950
4606 56223 953
7053 56564 460
4753 55674 290
6741 56394 878
5406 55955 636
5487 55982 750
4713 56044 467
3551 55156 503
6684 56412 326
7377 56741 796
4417 55829 230
4621 55603 24
